,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3,primary_date,primary_type,edge1,edge2,edge3,Abbreviation,area_name,state_abbreviation,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
0,Alabama,Autauga County,D. TRUMP,T. CRUZ,M. RUBIO,5387.0,2482.0,1785.0,0.445,0.205,0.148,R,R,R,03/01/16,Open primary,0.111666666667,-0.128333333333,-0.185333333333,AL,Autauga County,AL,55395.0,54571.0,1.5,54571.0,6.0,25.2,13.8,51.4,77.9,18.7,0.5,1.1,0.1,1.8,2.7,75.6,85.0,1.6,3.5,85.6,20.9,5922.0,26.2,22751.0,76.8,8.3,136200.0,20071.0,2.71,24571.0,53682.0,12.1,817.0,10120.0,2.1,2947.0,4067.0,15.2,0.0,1.3,0.0,0.7,31.7,0.0,0.0,598175.0,12003.0,88157.0,131.0,594.44,91.8
1,Alabama,Baldwin County,D. TRUMP,M. RUBIO,T. CRUZ,23618.0,9703.0,8571.0,0.469,0.193,0.17,R,R,R,03/01/16,Open primary,0.135666666667,-0.140333333333,-0.163333333333,AL,Baldwin County,AL,200111.0,182265.0,9.8,182265.0,5.6,22.2,18.7,51.2,87.1,9.6,0.7,0.9,0.1,1.6,4.6,83.0,82.1,3.6,5.5,89.1,27.7,19346.0,25.9,107374.0,72.6,24.4,168600.0,73283.0,2.52,26766.0,50221.0,13.9,4871.0,54988.0,3.7,16508.0,19035.0,2.7,0.4,1.0,0.0,1.3,27.3,1410273.0,0.0,2966489.0,17166.0,436955.0,1384.0,1589.78,114.6
2,Alabama,Barbour County,D. TRUMP,T. CRUZ,M. RUBIO,1710.0,609.0,498.0,0.501,0.179,0.146,R,R,R,03/01/16,Open primary,0.167666666667,-0.154333333333,-0.187333333333,AL,Barbour County,AL,26887.0,27457.0,-2.1,27457.0,5.7,21.2,16.5,46.6,50.2,47.6,0.6,0.5,0.2,0.9,4.5,46.6,84.8,2.9,5.0,73.7,13.4,2120.0,24.6,11799.0,67.7,10.6,89200.0,9200.0,2.66,16829.0,32911.0,26.7,464.0,6611.0,-5.6,1546.0,1667.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,188337.0,6334.0,0.0,8.0,884.88,31.0
3,Alabama,Bibb County,D. TRUMP,T. CRUZ,M. RUBIO,1959.0,1011.0,444.0,0.494,0.255,0.112,R,R,R,03/01/16,Open primary,0.160666666667,-0.0783333333333,-0.221333333333,AL,Bibb County,AL,22506.0,22919.0,-1.8,22915.0,5.3,21.0,14.8,45.9,76.3,22.1,0.4,0.2,0.1,0.9,2.1,74.5,86.6,1.2,2.1,77.5,12.1,1327.0,27.6,8978.0,79.0,7.3,90500.0,7091.0,3.03,17427.0,36447.0,18.1,275.0,3145.0,7.5,1126.0,1385.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124707.0,5804.0,10757.0,19.0,622.58,36.8
4,Alabama,Blount County,D. TRUMP,T. CRUZ,M. RUBIO,7390.0,3698.0,1843.0,0.487,0.244,0.122,R,R,R,03/01/16,Open primary,0.153666666667,-0.0893333333333,-0.211333333333,AL,Blount County,AL,57719.0,57322.0,0.7,57322.0,6.1,23.6,17.0,50.5,96.0,1.8,0.6,0.3,0.1,1.2,8.7,87.8,88.7,4.3,7.3,77.0,12.1,4540.0,33.9,23826.0,81.0,4.5,117100.0,21108.0,2.7,20730.0,44145.0,15.8,660.0,6798.0,3.4,3563.0,4458.0,0.0,0.0,0.0,0.0,0.0,23.2,341544.0,0.0,319700.0,5622.0,20941.0,3.0,644.78,88.9
5,Alabama,Bullock County,D. TRUMP,T. CRUZ,M. RUBIO,313.0,94.0,64.0,0.565,0.17,0.116,R,R,R,03/01/16,Open primary,0.231666666667,-0.163333333333,-0.217333333333,AL,Bullock County,AL,10764.0,10915.0,-1.4,10914.0,6.3,21.4,14.9,45.3,26.9,70.1,0.8,0.3,0.7,1.1,7.5,22.1,84.7,5.4,5.2,67.8,12.5,636.0,26.9,4461.0,74.3,8.7,70600.0,3741.0,2.73,18628.0,32033.0,21.6,112.0,0.0,0.0,470.0,417.0,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,43810.0,3995.0,3670.0,1.0,622.81,17.5
6,Alabama,Butler County,D. TRUMP,T. CRUZ,M. RUBIO,1720.0,534.0,427.0,0.538,0.167,0.133,R,R,R,03/01/16,Open primary,0.204666666667,-0.166333333333,-0.200333333333,AL,Butler County,AL,20296.0,20946.0,-3.1,20947.0,6.1,23.6,18.0,53.6,53.9,44.0,0.4,0.9,0.0,0.8,1.2,53.1,94.6,0.8,1.7,76.3,14.0,1497.0,24.0,9916.0,70.3,13.3,74700.0,8235.0,2.47,17403.0,29918.0,28.4,393.0,5711.0,2.7,1095.0,1769.0,0.0,0.0,3.3,0.0,0.0,0.0,399132.0,56712.0,229277.0,11326.0,28427.0,2.0,776.83,27.0
7,Alabama,Calhoun County,D. TRUMP,T. CRUZ,M. RUBIO,8960.0,3859.0,3251.0,0.451,0.194,0.163,R,R,R,03/01/16,Open primary,0.117666666667,-0.139333333333,-0.170333333333,AL,Calhoun County,AL,115916.0,118586.0,-2.3,118572.0,5.7,22.2,16.0,51.8,75.8,21.1,0.5,0.9,0.1,1.7,3.5,72.9,83.6,2.4,4.5,78.6,16.1,11385.0,22.5,53289.0,68.7,13.8,100600.0,45196.0,2.54,20828.0,39962.0,21.9,2311.0,34871.0,0.6,6352.0,8713.0,7.2,0.0,1.6,0.0,0.5,24.7,2679991.0,0.0,1542981.0,13678.0,186533.0,114.0,605.87,195.7
8,Alabama,Chambers County,D. TRUMP,T. CRUZ,B. CARSON,2169.0,914.0,595.0,0.476,0.2,0.131,R,R,R,03/01/16,Open primary,0.142666666667,-0.133333333333,-0.202333333333,AL,Chambers County,AL,34076.0,34170.0,-0.3,34215.0,5.9,21.4,18.3,52.3,58.3,39.5,0.3,0.8,0.1,1.1,2.0,56.8,85.8,1.1,1.3,75.1,11.8,2691.0,24.6,16894.0,67.9,11.1,81200.0,13722.0,2.46,19291.0,32402.0,24.1,515.0,6431.0,-0.2,2354.0,1981.0,0.0,0.0,0.0,0.0,0.0,29.3,667283.0,0.0,264650.0,7620.0,23237.0,8.0,596.53,57.4
9,Alabama,Cherokee County,D. TRUMP,T. CRUZ,M. RUBIO,2777.0,921.0,810.0,0.521,0.173,0.152,R,R,R,03/01/16,Open primary,0.187666666667,-0.160333333333,-0.181333333333,AL,Cherokee County,AL,26037.0,25986.0,0.2,25989.0,4.8,20.4,20.9,50.2,93.0,4.6,0.5,0.3,0.0,1.6,1.5,91.6,90.6,0.7,1.1,78.3,12.8,2174.0,26.9,16241.0,76.1,4.6,99400.0,11656.0,2.2,22030.0,34907.0,21.2,379.0,3864.0,5.5,1560.0,2180.0,0.0,0.0,0.0,0.0,0.0,14.5,307439.0,62293.0,186321.0,7613.0,13948.0,2.0,553.7,46.9
10,Alabama,Chilton County,D. TRUMP,T. CRUZ,M. RUBIO,5273.0,2328.0,1436.0,0.493,0.218,0.134,R,R,R,03/01/16,Open primary,0.159666666667,-0.115333333333,-0.199333333333,AL,Chilton County,AL,43931.0,43631.0,0.7,43643.0,6.4,24.2,15.2,50.8,87.1,10.6,0.5,0.4,0.2,1.2,7.7,80.3,88.8,5.2,7.4,76.0,12.9,3308.0,31.8,19221.0,74.5,4.1,102600.0,16232.0,2.67,20701.0,41250.0,19.5,703.0,7396.0,8.8,2719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155139.0,359910.0,8496.0,34073.0,78.0,692.85,63.0
11,Alabama,Choctaw County,D. TRUMP,T. CRUZ,M. RUBIO,1070.0,451.0,315.0,0.499,0.21,0.147,R,R,R,03/01/16,Open primary,0.165666666667,-0.123333333333,-0.186333333333,AL,Choctaw County,AL,13323.0,13858.0,-3.9,13859.0,4.9,20.6,20.8,52.5,56.6,42.4,0.2,0.3,0.0,0.5,0.8,56.1,91.4,0.3,1.3,75.2,11.8,938.0,33.4,7231.0,83.7,4.0,58200.0,5518.0,2.45,20323.0,33941.0,21.5,255.0,2900.0,1.4,809.0,1102.0,26.2,0.0,0.0,0.0,0.0,44.1,0.0,52904.0,84633.0,5969.0,11345.0,0.0,913.5,15.2
12,Alabama,Clarke County,D. TRUMP,T. CRUZ,M. RUBIO,2308.0,886.0,805.0,0.502,0.193,0.175,R,R,R,03/01/16,Open primary,0.168666666667,-0.140333333333,-0.158333333333,AL,Clarke County,AL,24945.0,25840.0,-3.5,25833.0,5.6,22.6,18.0,52.8,54.0,44.2,0.4,0.5,0.0,0.8,1.3,53.1,92.5,0.3,1.3,78.3,11.2,1583.0,25.5,12583.0,72.9,6.8,85600.0,9631.0,2.63,18979.0,29357.0,29.3,586.0,6648.0,3.7,1640.0,2374.0,0.0,0.0,0.0,0.0,0.0,28.6,571454.0,85803.0,344311.0,13034.0,23596.0,11.0,1238.47,20.9
13,Alabama,Clay County,D. TRUMP,T. CRUZ,M. RUBIO,1920.0,836.0,505.0,0.476,0.207,0.125,R,R,R,03/01/16,Open primary,0.142666666667,-0.126333333333,-0.208333333333,AL,Clay County,AL,13552.0,13932.0,-2.7,13932.0,5.3,21.6,19.4,50.6,82.8,14.5,0.6,0.3,0.0,1.8,3.4,79.7,88.3,2.2,3.3,76.5,9.2,1076.0,30.7,6736.0,75.0,10.0,79900.0,5649.0,2.38,18694.0,34002.0,19.0,190.0,2993.0,4.6,792.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,330878.0,0.0,70558.0,5123.0,4352.0,0.0,603.96,23.1
14,Alabama,Cleburne County,D. TRUMP,T. CRUZ,M. RUBIO,2120.0,928.0,598.0,0.483,0.211,0.136,R,R,R,03/01/16,Open primary,0.149666666667,-0.122333333333,-0.197333333333,AL,Cleburne County,AL,15080.0,14972.0,0.7,14972.0,5.7,23.3,18.4,50.4,94.5,3.6,0.4,0.2,0.1,1.2,2.5,92.3,89.1,1.5,2.3,76.0,9.0,989.0,31.4,6690.0,77.6,6.3,100800.0,5601.0,2.64,19108.0,38019.0,18.4,152.0,1548.0,-4.8,930.0,1280.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,5888.0,133407.0,9080.0,4134.0,1.0,560.1,26.7
15,Alabama,Coffee County,D. TRUMP,T. CRUZ,M. RUBIO,4304.0,2421.0,1608.0,0.414,0.233,0.155,R,R,R,03/01/16,Open primary,0.0806666666667,-0.100333333333,-0.178333333333,AL,Coffee County,AL,50909.0,49948.0,1.9,49948.0,6.1,23.7,15.9,50.5,76.4,17.7,1.4,1.6,0.4,2.5,6.4,71.3,83.3,5.1,7.5,82.4,22.5,6066.0,21.3,22852.0,69.9,13.5,131000.0,18820.0,2.65,23380.0,43768.0,18.6,954.0,12762.0,0.3,2602.0,4032.0,6.0,0.0,1.3,0.0,0.7,29.3,613758.0,131594.0,639623.0,13665.0,50080.0,58.0,678.97,73.6
16,Alabama,Colbert County,D. TRUMP,T. CRUZ,M. RUBIO,3858.0,1601.0,1443.0,0.474,0.197,0.177,R,R,R,03/01/16,Open primary,0.140666666667,-0.136333333333,-0.156333333333,AL,Colbert County,AL,54543.0,54428.0,0.2,54428.0,5.7,21.7,18.5,51.8,80.8,16.3,0.6,0.5,0.1,1.7,2.6,78.8,87.2,2.0,2.6,83.5,17.7,4376.0,22.7,26192.0,72.1,12.3,99300.0,22260.0,2.42,21572.0,39077.0,17.9,1226.0,19820.0,6.2,3630.0,4757.0,0.0,0.0,0.0,0.0,0.0,22.8,2083166.0,351388.0,821284.0,15040.0,61935.0,143.0,592.62,91.8
17,Alabama,Conecuh County,D. TRUMP,T. CRUZ,M. RUBIO,768.0,208.0,141.0,0.59,0.16,0.108,R,R,R,03/01/16,Open primary,0.256666666667,-0.173333333333,-0.225333333333,AL,Conecuh County,AL,12670.0,13228.0,-4.2,13228.0,5.5,21.4,20.4,51.9,52.1,46.2,0.4,0.1,0.0,1.2,1.8,51.1,96.9,0.6,2.2,77.3,8.8,1101.0,27.2,7055.0,79.1,7.2,69600.0,4994.0,2.61,15605.0,24658.0,32.7,194.0,2197.0,-1.5,756.0,980.0,0.0,0.0,0.0,0.0,0.0,23.0,183544.0,76736.0,71232.0,5430.0,8667.0,3.0,850.16,15.6
18,Alabama,Coosa County,D. TRUMP,T. CRUZ,M. RUBIO,1233.0,435.0,241.0,0.553,0.195,0.108,R,R,R,03/01/16,Open primary,0.219666666667,-0.138333333333,-0.225333333333,AL,Coosa County,AL,10886.0,11758.0,-7.4,11539.0,4.8,18.3,18.5,49.5,66.1,31.8,0.6,0.2,0.2,1.2,2.3,64.8,87.2,1.8,3.3,75.0,9.8,934.0,30.2,6458.0,83.0,3.0,75100.0,4506.0,2.42,18493.0,37277.0,20.9,93.0,992.0,3.9,367.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,89585.0,31647.0,20531.0,1904.0,575.0,0.0,650.93,17.7
19,Alabama,Covington County,D. TRUMP,T. CRUZ,M. RUBIO,4608.0,1773.0,1277.0,0.481,0.185,0.133,R,R,R,03/01/16,Open primary,0.147666666667,-0.148333333333,-0.200333333333,AL,Covington County,AL,37914.0,37765.0,0.4,37765.0,5.9,22.1,19.8,51.6,84.3,13.0,0.6,0.5,0.0,1.6,1.6,83.1,86.7,1.4,2.1,78.4,14.2,3433.0,23.3,18778.0,75.1,6.0,88800.0,15041.0,2.48,20391.0,35869.0,20.0,834.0,10824.0,0.7,2201.0,2957.0,0.0,0.0,0.0,0.0,0.0,0.0,561168.0,338692.0,424873.0,11544.0,30271.0,8.0,1030.46,36.6
20,Alabama,Crenshaw County,D. TRUMP,T. CRUZ,B. CARSON,1496.0,602.0,286.0,0.545,0.219,0.104,R,R,R,03/01/16,Open primary,0.211666666667,-0.114333333333,-0.229333333333,AL,Crenshaw County,AL,13977.0,13906.0,0.5,13906.0,6.1,22.7,18.0,51.1,72.0,24.0,0.5,1.8,0.1,1.6,1.7,70.6,86.3,2.3,3.2,76.7,12.7,1098.0,30.3,6708.0,69.9,8.0,70800.0,5601.0,2.46,21343.0,36275.0,19.1,211.0,3139.0,1.0,811.0,1027.0,25.8,0.0,0.0,0.0,0.0,30.2,270809.0,131874.0,75456.0,5491.0,5640.0,2.0,608.84,22.8
21,Alabama,Cullman County,D. TRUMP,T. CRUZ,M. RUBIO,10618.0,4248.0,2832.0,0.506,0.203,0.135,R,R,R,03/01/16,Open primary,0.172666666667,-0.130333333333,-0.198333333333,AL,Cullman County,AL,81289.0,80410.0,1.1,80406.0,5.9,22.5,17.6,50.5,96.2,1.4,0.6,0.5,0.0,1.2,4.4,92.1,87.0,3.0,4.6,79.8,14.8,6167.0,26.4,37131.0,75.0,8.2,106100.0,31342.0,2.53,20760.0,38847.0,18.8,1714.0,22185.0,3.6,5549.0,7873.0,1.1,0.0,1.1,0.0,0.0,23.9,1393437.0,0.0,867058.0,10757.0,102291.0,77.0,734.84,109.4
22,Alabama,Dale County,D. TRUMP,T. CRUZ,M. RUBIO,4151.0,2008.0,1194.0,0.453,0.219,0.13,R,R,R,03/01/16,Open primary,0.119666666667,-0.114333333333,-0.203333333333,AL,Dale County,AL,49484.0,50251.0,-1.5,50251.0,6.3,23.6,15.4,50.5,75.2,19.7,0.8,1.3,0.1,2.8,6.1,70.2,78.4,3.7,6.3,84.1,17.0,6730.0,20.9,22832.0,61.1,13.6,99400.0,19345.0,2.52,22685.0,44889.0,17.4,766.0,11924.0,-1.6,2444.0,2951.0,0.0,0.0,0.0,0.0,0.0,0.0,114991.0,69341.0,332503.0,6889.0,37229.0,17.0,561.15,89.6
23,Alabama,Dallas County,D. TRUMP,T. CRUZ,M. RUBIO,523.0,181.0,76.0,0.597,0.207,0.087,R,R,R,03/01/16,Open primary,0.263666666667,-0.126333333333,-0.246333333333,AL,Dallas County,AL,41711.0,43820.0,-4.8,43820.0,6.7,25.2,15.6,53.7,29.0,69.5,0.2,0.5,0.0,0.7,1.0,28.5,86.7,0.8,1.3,77.5,14.2,2897.0,22.0,20240.0,60.9,19.3,75700.0,16173.0,2.63,17245.0,26519.0,35.5,757.0,10420.0,-1.0,2179.0,3148.0,49.1,0.0,4.4,0.0,0.0,28.8,1174763.0,0.0,437359.0,10223.0,33708.0,17.0,978.7,44.8
24,Alabama,DeKalb County,D. TRUMP,M. RUBIO,T. CRUZ,6247.0,2837.0,2153.0,0.476,0.216,0.164,R,R,R,03/01/16,Open primary,0.142666666667,-0.117333333333,-0.169333333333,AL,DeKalb County,AL,71065.0,71115.0,-0.1,71109.0,6.2,24.7,15.7,50.7,92.4,2.1,2.1,0.4,0.7,2.2,14.2,80.6,90.9,7.5,11.2,70.6,10.7,4371.0,23.3,31035.0,76.3,6.7,93400.0,24923.0,2.82,18149.0,37851.0,19.9,1082.0,16841.0,3.9,4679.0,5908.0,0.0,0.8,0.6,0.0,0.0,25.8,1831626.0,0.0,635185.0,9303.0,67915.0,31.0,777.09,91.5
25,Alabama,Elmore County,D. TRUMP,T. CRUZ,B. CARSON,8525.0,3236.0,2630.0,0.478,0.182,0.148,R,R,R,03/01/16,Open primary,0.144666666667,-0.151333333333,-0.185333333333,AL,Elmore County,AL,80977.0,79296.0,2.1,79303.0,5.9,23.0,14.0,51.5,76.0,21.2,0.4,0.7,0.1,1.6,2.7,73.7,85.4,2.1,3.6,86.6,21.0,8364.0,28.2,33326.0,75.5,8.1,144600.0,28324.0,2.62,23856.0,54766.0,13.4,1135.0,14056.0,-2.3,4850.0,6513.0,9.1,0.0,0.0,0.0,0.0,28.3,766344.0,104885.0,618313.0,7982.0,47884.0,259.0,618.49,128.2
26,Alabama,Escambia County,D. TRUMP,M. RUBIO,T. CRUZ,2817.0,1028.0,978.0,0.493,0.18,0.171,R,R,R,03/01/16,Open primary,0.159666666667,-0.153333333333,-0.162333333333,AL,Escambia County,AL,37733.0,38319.0,-1.5,38319.0,6.1,22.0,16.7,48.8,62.2,32.4,3.4,0.3,0.1,1.7,2.1,60.6,93.4,0.6,1.4,76.2,11.7,2995.0,23.5,16402.0,72.5,9.0,84100.0,13681.0,2.59,16540.0,30687.0,25.4,723.0,9977.0,1.0,2111.0,2765.0,9.0,3.2,0.0,0.0,0.0,21.3,665336.0,93125.0,379587.0,10089.0,31909.0,26.0,945.08,40.5
27,Alabama,Etowah County,D. TRUMP,T. CRUZ,M. RUBIO,8657.0,3891.0,3155.0,0.461,0.207,0.168,R,R,R,03/01/16,Open primary,0.127666666667,-0.126333333333,-0.165333333333,AL,Etowah County,AL,103531.0,104427.0,-0.9,104430.0,5.7,22.1,17.3,51.6,81.2,15.5,0.5,0.8,0.3,1.6,3.7,78.4,85.0,2.2,3.1,81.8,14.8,8638.0,23.9,47505.0,72.4,12.1,100000.0,40217.0,2.55,20204.0,38013.0,19.0,2008.0,29796.0,-0.5,6988.0,9147.0,6.1,0.0,0.0,0.0,0.6,25.7,1252962.0,518424.0,1114841.0,10801.0,137966.0,79.0,534.99,195.2
28,Alabama,Fayette County,D. TRUMP,T. CRUZ,M. RUBIO,2479.0,1043.0,663.0,0.499,0.21,0.133,R,R,R,03/01/16,Open primary,0.165666666667,-0.123333333333,-0.200333333333,AL,Fayette County,AL,16874.0,17241.0,-2.1,17241.0,5.4,21.7,19.6,50.5,86.2,11.9,0.4,0.3,0.0,1.1,1.4,85.0,87.8,0.6,0.8,74.9,13.2,1221.0,27.5,8404.0,74.9,8.7,71400.0,6956.0,2.41,18494.0,33838.0,19.9,306.0,3323.0,-3.8,1073.0,1378.0,5.1,0.0,0.0,0.0,0.0,24.3,186247.0,22463.0,130362.0,7433.0,10869.0,0.0,627.66,27.5
29,Alabama,Franklin County,D. TRUMP,T. CRUZ,M. RUBIO,2155.0,892.0,562.0,0.515,0.213,0.134,R,R,R,03/01/16,Open primary,0.181666666667,-0.120333333333,-0.199333333333,AL,Franklin County,AL,31601.0,31709.0,-0.3,31704.0,6.6,24.3,15.9,50.3,91.9,4.6,1.5,0.4,0.2,1.5,16.1,78.0,86.4,8.4,13.2,72.5,11.0,1860.0,26.2,14048.0,69.5,12.0,82300.0,12437.0,2.52,18888.0,36415.0,21.9,510.0,9369.0,-8.0,1863.0,2357.0,0.0,0.0,0.0,0.0,0.0,23.2,671954.0,67398.0,269096.0,8786.0,25389.0,13.0,633.82,50.0
30,Alabama,Geneva County,D. TRUMP,T. CRUZ,M. RUBIO,3106.0,1517.0,829.0,0.486,0.237,0.13,R,R,R,03/01/16,Open primary,0.152666666667,-0.0963333333333,-0.203333333333,AL,Geneva County,AL,26712.0,26790.0,-0.3,26790.0,5.8,22.2,19.2,50.8,87.1,9.7,1.0,0.4,0.1,1.7,3.6,84.1,82.7,1.8,3.0,77.2,10.4,2336.0,25.6,12646.0,72.1,5.6,78100.0,10945.0,2.43,20199.0,35625.0,21.2,400.0,3791.0,2.8,1584.0,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,153342.0,231687.0,170044.0,6612.0,10402.0,8.0,574.41,46.6
31,Alabama,Greene County,D. TRUMP,T. CRUZ,M. RUBIO,147.0,59.0,33.0,0.538,0.216,0.121,R,R,R,03/01/16,Open primary,0.204666666667,-0.117333333333,-0.212333333333,AL,Greene County,AL,8553.0,9045.0,-5.4,9045.0,5.9,23.3,17.9,52.5,18.5,80.5,0.2,0.2,0.0,0.6,1.0,17.9,92.4,0.2,1.4,76.2,12.8,502.0,28.0,4988.0,73.2,8.9,72700.0,3264.0,2.72,14930.0,24226.0,32.9,99.0,1379.0,16.3,506.0,657.0,60.3,0.0,0.0,0.0,0.0,36.1,0.0,0.0,33639.0,3697.0,1226.0,4.0,647.11,14.0
32,Alabama,Hale County,D. TRUMP,T. CRUZ,M. RUBIO,590.0,283.0,132.0,0.521,0.25,0.117,R,R,R,03/01/16,Open primary,0.187666666667,-0.0833333333333,-0.216333333333,AL,Hale County,AL,15184.0,15760.0,-3.7,15760.0,6.2,23.3,17.3,52.8,40.8,58.1,0.2,0.3,0.0,0.6,1.3,40.0,90.6,1.2,2.7,77.4,12.8,995.0,27.1,7639.0,78.0,6.1,79900.0,5969.0,2.56,18812.0,30051.0,26.6,195.0,1966.0,0.2,762.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86735.0,4794.0,3136.0,8.0,643.94,24.5
33,Alabama,Henry County,D. TRUMP,T. CRUZ,M. RUBIO,1778.0,847.0,545.0,0.468,0.223,0.143,R,R,R,03/01/16,Open primary,0.134666666667,-0.110333333333,-0.190333333333,AL,Henry County,AL,17190.0,17302.0,-0.6,17302.0,5.5,21.2,20.8,51.8,70.4,27.3,0.3,0.7,0.0,1.2,2.6,68.4,91.9,2.9,5.0,80.1,16.6,1497.0,26.0,8961.0,77.7,4.6,97000.0,7001.0,2.44,21924.0,41650.0,14.4,293.0,2754.0,-2.4,1034.0,1091.0,0.0,0.0,0.0,0.0,0.0,18.2,425821.0,0.0,92574.0,5559.0,7415.0,17.0,561.75,30.8
34,Alabama,Houston County,D. TRUMP,T. CRUZ,M. RUBIO,8171.0,4558.0,3683.0,0.404,0.225,0.182,R,R,R,03/01/16,Open primary,0.0706666666667,-0.108333333333,-0.151333333333,AL,Houston County,AL,104193.0,101547.0,2.6,101547.0,6.2,23.7,16.1,52.1,70.0,26.7,0.5,0.9,0.1,1.8,3.3,67.3,86.3,2.4,4.4,83.9,19.7,9254.0,20.8,46442.0,64.6,14.6,122300.0,39250.0,2.58,23316.0,40948.0,18.0,2702.0,43139.0,0.5,6819.0,10151.0,12.1,0.0,1.4,0.0,1.3,25.5,1310677.0,0.0,1909615.0,19608.0,177224.0,311.0,579.82,175.1
35,Alabama,Jackson County,D. TRUMP,M. RUBIO,T. CRUZ,5463.0,1847.0,1791.0,0.499,0.169,0.164,R,R,R,03/01/16,Open primary,0.165666666667,-0.164333333333,-0.169333333333,AL,Jackson County,AL,52665.0,53226.0,-1.1,53227.0,5.4,21.7,18.6,50.7,91.5,3.6,1.6,0.5,0.1,2.6,2.9,89.4,91.2,2.2,3.4,74.6,13.0,4000.0,26.4,24755.0,75.2,6.9,93400.0,20765.0,2.53,20486.0,37634.0,16.0,856.0,12440.0,4.2,3098.0,4337.0,0.0,4.3,0.0,0.0,0.0,26.8,1525396.0,0.0,410988.0,7784.0,39315.0,39.0,1077.87,49.4
36,Alabama,Jefferson County,D. TRUMP,M. RUBIO,T. CRUZ,32853.0,23132.0,22355.0,0.35,0.247,0.238,R,R,R,03/01/16,Open primary,0.0166666666667,-0.0863333333333,-0.0953333333333,AL,Jefferson County,AL,660793.0,658350.0,0.4,658466.0,6.6,23.1,14.3,52.8,54.0,42.9,0.3,1.6,0.1,1.1,3.8,50.8,83.8,4.1,5.9,87.4,30.0,46613.0,23.4,305040.0,64.7,24.2,140800.0,259634.0,2.48,26906.0,45429.0,18.0,16232.0,319199.0,2.0,44987.0,55470.0,23.4,0.4,2.4,0.0,1.3,29.8,10260950.0,13756797.0,11066328.0,16730.0,1268154.0,2280.0,1111.28,592.5
37,Alabama,Lamar County,D. TRUMP,T. CRUZ,M. RUBIO,1810.0,692.0,466.0,0.504,0.193,0.13,R,R,R,03/01/16,Open primary,0.170666666667,-0.140333333333,-0.203333333333,AL,Lamar County,AL,14086.0,14564.0,-3.3,14564.0,5.0,21.7,20.5,51.2,87.1,11.3,0.2,0.1,0.0,1.4,1.4,85.8,87.8,0.6,1.0,76.1,9.5,1127.0,25.7,7326.0,71.5,9.0,66800.0,6084.0,2.32,19026.0,36028.0,22.3,241.0,2943.0,4.6,932.0,1340.0,0.0,0.0,0.0,0.0,0.0,25.8,234908.0,0.0,70780.0,4887.0,6008.0,0.0,604.85,24.1
38,Alabama,Lauderdale County,D. TRUMP,M. RUBIO,T. CRUZ,7502.0,3320.0,3265.0,0.421,0.187,0.183,R,R,R,03/01/16,Open primary,0.0876666666667,-0.146333333333,-0.150333333333,AL,Lauderdale County,AL,93096.0,92709.0,0.4,92709.0,5.2,20.5,18.2,52.1,86.7,10.4,0.5,0.9,0.1,1.5,2.4,84.7,86.1,2.1,3.0,83.8,21.1,7000.0,24.5,44353.0,69.9,15.4,114300.0,38458.0,2.36,23510.0,42844.0,17.2,1967.0,25839.0,3.4,6576.0,8317.0,5.5,0.0,0.8,0.0,0.0,27.6,1083658.0,514555.0,1131585.0,12783.0,136587.0,54.0,667.7,138.8
39,Alabama,Lawrence County,D. TRUMP,T. CRUZ,M. RUBIO,3604.0,1204.0,925.0,0.528,0.176,0.135,R,R,R,03/01/16,Open primary,0.194666666667,-0.157333333333,-0.198333333333,AL,Lawrence County,AL,33477.0,34339.0,-2.5,34339.0,5.3,21.7,16.8,51.3,78.1,11.4,5.8,0.2,0.0,4.4,2.2,76.4,90.5,1.0,1.9,77.1,11.9,1891.0,27.8,15171.0,80.1,5.9,94200.0,13382.0,2.52,20181.0,38551.0,17.5,407.0,4232.0,-6.3,1990.0,2289.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,23787.0,166958.0,4889.0,22719.0,0.0,690.68,49.7
